filename,label,xmin,ymin,xmax,ymax,filepath
maksssksksss24.png,mask_weared_incorrect,105,76,161,116,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss24.png
maksssksksss240.png,without_mask,44,215,62,231,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,4,158,20,174,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,53,160,68,176,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,11,134,25,148,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,58,123,75,139,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,16,100,31,115,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,59,103,73,113,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,75,89,88,101,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,20,65,33,78,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,34,55,45,64,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,78,57,92,71,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,42,23,54,35,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,77,26,91,40,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,85,11,98,22,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,155,26,162,36,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,with_mask,185,22,193,33,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,with_mask,203,19,212,29,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,176,30,188,41,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,178,44,189,55,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,with_mask,170,69,181,79,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,186,81,194,92,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,177,93,186,105,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,177,114,189,127,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,166,136,181,150,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,181,156,194,167,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,184,201,198,211,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,189,220,206,237,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,182,219,188,230,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,with_mask,203,103,216,115,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,215,112,229,127,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,218,90,232,103,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,209,89,219,101,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,207,47,214,56,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,213,51,225,63,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,228,22,238,33,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,230,56,242,68,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,250,55,260,64,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,249,80,262,92,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,241,124,253,134,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,220,158,231,172,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,233,170,247,184,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,251,169,264,183,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,253,128,267,142,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,250,224,262,238,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,242,33,253,43,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,260,26,267,36,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,255,14,264,22,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,282,20,291,29,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,271,29,281,36,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,282,39,294,48,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,276,63,290,73,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,290,57,295,68,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,274,87,287,97,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,286,97,299,110,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,299,100,306,111,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,291,124,304,137,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,287,159,302,170,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,301,191,315,204,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,310,211,319,219,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,314,231,328,244,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss240.png,without_mask,301,22,308,29,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss240.png
maksssksksss241.png,with_mask,172,74,246,147,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss241.png
maksssksksss242.png,with_mask,156,80,222,155,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss242.png
maksssksksss243.png,with_mask,112,93,206,219,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss243.png
maksssksksss244.png,without_mask,53,108,96,149,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss244.png
maksssksksss244.png,with_mask,171,70,225,130,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss244.png
maksssksksss244.png,without_mask,315,34,400,130,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss244.png
maksssksksss245.png,with_mask,32,25,57,54,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss245.png
maksssksksss245.png,with_mask,23,162,38,179,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss245.png
maksssksksss245.png,with_mask,64,164,82,183,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss245.png
maksssksksss245.png,with_mask,168,124,197,154,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss245.png
maksssksksss245.png,with_mask,227,157,248,181,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss245.png
maksssksksss245.png,with_mask,360,15,379,37,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss245.png
maksssksksss245.png,with_mask,339,19,354,39,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss245.png
maksssksksss246.png,with_mask,238,106,266,138,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss246.png
maksssksksss246.png,with_mask,192,130,212,150,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss246.png
maksssksksss246.png,with_mask,21,25,69,78,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss246.png
maksssksksss246.png,with_mask,336,151,344,160,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss246.png
maksssksksss247.png,with_mask,9,49,37,72,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss247.png
maksssksksss247.png,with_mask,63,43,89,69,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss247.png
maksssksksss247.png,with_mask,112,41,140,68,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss247.png
maksssksksss247.png,with_mask,150,55,175,73,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss247.png
maksssksksss247.png,with_mask,171,52,196,79,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss247.png
maksssksksss247.png,with_mask,270,40,295,78,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss247.png
maksssksksss247.png,with_mask,324,59,353,94,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss247.png
maksssksksss247.png,with_mask,343,128,374,167,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss247.png
maksssksksss247.png,with_mask,307,155,340,185,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss247.png
maksssksksss247.png,with_mask,230,148,259,180,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss247.png
maksssksksss247.png,with_mask,196,116,223,154,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss247.png
maksssksksss247.png,with_mask,122,144,158,174,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss247.png
maksssksksss247.png,with_mask,42,118,71,152,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss247.png
maksssksksss248.png,without_mask,126,186,185,295,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss248.png
maksssksksss249.png,with_mask,168,65,234,139,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss249.png
maksssksksss249.png,without_mask,309,119,368,191,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss249.png
maksssksksss249.png,without_mask,223,89,266,146,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss249.png
maksssksksss25.png,with_mask,122,68,195,152,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss25.png
maksssksksss250.png,with_mask,180,64,222,107,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss250.png
maksssksksss250.png,without_mask,85,65,118,103,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss250.png
maksssksksss250.png,without_mask,135,36,154,64,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss250.png
maksssksksss250.png,mask_weared_incorrect,26,42,59,85,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss250.png
maksssksksss250.png,mask_weared_incorrect,341,32,385,85,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss250.png
maksssksksss251.png,with_mask,28,103,60,140,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss251.png
maksssksksss251.png,with_mask,15,41,41,71,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss251.png
maksssksksss251.png,with_mask,44,10,67,41,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss251.png
maksssksksss251.png,with_mask,78,89,104,124,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss251.png
maksssksksss251.png,with_mask,56,71,78,99,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss251.png
maksssksksss251.png,with_mask,122,103,146,144,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss251.png
maksssksksss251.png,with_mask,91,181,129,206,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss251.png
maksssksksss251.png,with_mask,150,166,194,206,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss251.png
maksssksksss251.png,with_mask,155,57,183,93,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss251.png
maksssksksss251.png,with_mask,125,36,150,66,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss251.png
maksssksksss251.png,with_mask,207,64,231,94,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss251.png
maksssksksss251.png,with_mask,216,146,249,179,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss251.png
maksssksksss251.png,with_mask,240,103,265,140,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss251.png
maksssksksss251.png,with_mask,230,51,256,85,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss251.png
maksssksksss251.png,with_mask,255,13,277,41,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss251.png
maksssksksss251.png,without_mask,206,10,225,30,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss251.png
maksssksksss251.png,with_mask,296,72,319,102,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss251.png
maksssksksss251.png,with_mask,306,120,342,162,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss251.png
maksssksksss251.png,with_mask,333,119,356,151,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss251.png
maksssksksss251.png,with_mask,373,76,401,114,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss251.png
maksssksksss251.png,with_mask,359,27,384,58,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss251.png
maksssksksss251.png,with_mask,368,3,389,22,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss251.png
maksssksksss251.png,with_mask,327,61,354,90,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss251.png
maksssksksss251.png,with_mask,381,162,400,206,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss251.png
maksssksksss252.png,with_mask,109,65,213,161,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss252.png
maksssksksss253.png,with_mask,118,41,161,91,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss253.png
maksssksksss253.png,with_mask,191,76,208,96,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss253.png
maksssksksss253.png,with_mask,174,125,203,156,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss253.png
maksssksksss253.png,with_mask,209,124,237,151,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss253.png
maksssksksss253.png,with_mask,194,181,233,216,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss253.png
maksssksksss253.png,mask_weared_incorrect,287,144,327,179,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss253.png
maksssksksss253.png,without_mask,226,86,238,98,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss253.png
maksssksksss253.png,without_mask,155,83,172,103,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss253.png
maksssksksss253.png,without_mask,32,57,49,89,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss253.png
maksssksksss253.png,without_mask,385,77,400,93,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss253.png
maksssksksss254.png,without_mask,17,42,55,85,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss254.png
maksssksksss254.png,with_mask,62,91,111,140,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss254.png
maksssksksss254.png,with_mask,167,55,238,133,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss254.png
maksssksksss254.png,with_mask,318,50,376,113,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss254.png
maksssksksss254.png,with_mask,295,71,314,96,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss254.png
maksssksksss254.png,without_mask,374,39,394,70,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss254.png
maksssksksss254.png,with_mask,130,63,152,85,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss254.png
maksssksksss255.png,with_mask,1,77,8,83,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss255.png
maksssksksss255.png,with_mask,43,82,51,89,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss255.png
maksssksksss255.png,with_mask,7,95,22,110,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss255.png
maksssksksss255.png,with_mask,33,115,45,130,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss255.png
maksssksksss255.png,with_mask,73,89,94,111,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss255.png
maksssksksss255.png,with_mask,88,78,97,90,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss255.png
maksssksksss255.png,with_mask,100,73,108,82,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss255.png
maksssksksss255.png,with_mask,128,78,133,84,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss255.png
maksssksksss255.png,with_mask,117,85,124,93,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss255.png
maksssksksss255.png,with_mask,122,99,136,115,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss255.png
maksssksksss255.png,with_mask,138,93,146,105,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss255.png
maksssksksss255.png,with_mask,149,91,172,113,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss255.png
maksssksksss255.png,with_mask,169,127,195,157,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss255.png
maksssksksss255.png,mask_weared_incorrect,176,84,181,89,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss255.png
maksssksksss255.png,with_mask,234,99,244,114,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss255.png
maksssksksss255.png,with_mask,254,87,262,97,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss255.png
maksssksksss255.png,with_mask,269,105,283,121,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss255.png
maksssksksss255.png,with_mask,308,112,372,181,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss255.png
maksssksksss255.png,with_mask,365,153,389,182,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss255.png
maksssksksss256.png,with_mask,44,47,60,66,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss256.png
maksssksksss256.png,with_mask,89,50,109,70,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss256.png
maksssksksss256.png,with_mask,128,58,144,73,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss256.png
maksssksksss256.png,with_mask,162,21,185,47,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss256.png
maksssksksss256.png,with_mask,189,40,202,53,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss256.png
maksssksksss256.png,with_mask,215,39,235,59,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss256.png
maksssksksss256.png,with_mask,244,90,262,110,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss256.png
maksssksksss256.png,with_mask,265,32,285,52,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss256.png
maksssksksss256.png,with_mask,299,47,318,68,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss256.png
maksssksksss256.png,with_mask,329,55,342,70,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss256.png
maksssksksss256.png,with_mask,344,55,361,71,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss256.png
maksssksksss256.png,with_mask,357,44,367,55,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss256.png
maksssksksss256.png,with_mask,380,32,400,54,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss256.png
maksssksksss257.png,with_mask,4,106,42,163,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss257.png
maksssksksss257.png,with_mask,41,114,88,163,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss257.png
maksssksksss257.png,with_mask,101,95,143,146,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss257.png
maksssksksss257.png,with_mask,102,17,144,58,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss257.png
maksssksksss257.png,without_mask,24,23,61,56,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss257.png
maksssksksss257.png,with_mask,193,44,232,95,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss257.png
maksssksksss257.png,with_mask,362,89,399,142,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss257.png
maksssksksss257.png,with_mask,342,34,379,71,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss257.png
maksssksksss258.png,mask_weared_incorrect,133,43,194,108,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss258.png
maksssksksss259.png,with_mask,68,213,144,306,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss259.png
maksssksksss26.png,with_mask,73,87,174,206,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss26.png
maksssksksss26.png,with_mask,245,152,327,239,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss26.png
maksssksksss260.png,with_mask,24,236,49,262,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,77,236,100,262,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,122,245,144,270,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,189,258,216,284,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,306,220,331,242,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,371,244,393,259,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,255,187,278,210,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,331,144,350,162,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,386,162,399,181,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,281,144,296,160,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,207,194,229,215,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,153,184,175,205,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,85,166,97,189,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,65,161,87,185,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,39,161,59,183,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,1,153,11,175,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,1,112,17,125,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,44,109,62,127,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,98,121,114,138,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,129,118,147,136,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,178,136,199,154,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,219,140,239,158,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,378,98,395,116,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,321,87,332,105,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,282,83,298,102,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,252,85,270,99,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,208,67,224,85,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,187,69,201,87,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,143,56,157,74,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,111,62,124,78,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,66,54,79,70,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,27,52,43,71,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,1,50,16,67,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,2,23,14,37,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,43,25,52,39,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,77,35,90,51,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,128,36,140,53,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,189,28,200,45,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,223,37,237,55,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,272,46,286,64,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,308,39,324,58,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,354,50,368,67,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,390,55,400,73,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,321,12,333,26,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,290,14,304,29,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,251,11,264,28,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,235,1,245,13,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
maksssksksss260.png,with_mask,200,11,213,25,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss260.png
